title,data_h,content,newspaper,data_w,date,data_y,data_x,article_id,page
Brisbane in June,"52,33,33,33,26,27,32,33,29,34,32,31,33,27,32,32,32,32,29,27,27,33,29,33,27,33,27,33,27,32,29,34,26,33,27,34,32,33,33,33,33,28,34,33,33,27","Brisbane in June
A LL the fever, all the passion; stirs no
longer in my blood,
Which summer at its maddest swept o'er
me like a flood.
Theres a melancholy sweetness in these
chilly Autumn days,
Spite the gracious golden glory of the
wattles all ablaze;
Spite the clear, breath-taking beauty of
soft skies, delphinium blue,
Where the clouds are veils of gossamer
with rich sunlight flooding through.
The bush fires on Mt. Coot-tha are like
sentry fires at night,
And the moonlight has no softness,
crystal-dear and diamond-bright
Brisbane sits, a proud young city, on her
seven hills like Rome,
And in this enchanted weather calls her
truant children home.
And they come to share the magic of
her air like tonic wine,
And she spreads a glowing canvas where
barbaric colours shine.
Rich bignonia venusta weaves a living
tapestry,
And the spendthrift sun at noonday bids
the winds of winter flee.
See, the rebel bold poinsettia sounds her
loud defiance here,
Crying ""While my flag is flying Winter
never shall come near!""
While the gorgeous bougainvillea waves
beribboned arms around
Stately palms and ragged fences till the
city's crimson-gowned.
What a regal feast of splendour set for
folk of everyday!
Earth revives Spring's rainbow colours
though the Spring is far away.
So in Life's half-wistful Autumn, when
Youth's sparkling tale is told,
May we wake some inward radiance —
and grow lovelier, growing old.
— EMILY BULCOCK.",The Courier-Mail ,"572,619,312,632,250,625,307,630,280,632,426,633,549,630,323,628,493,631,343,631,329,629,354,631,343,631,121,632,534,631,287,631,366,631,380,628,395,631,333,619,487,627,469,631,490,360",Sat 20 Jun 1936,"4621,4745,4781,4815,4850,4889,4918,4952,4986,5020,5054,5089,5123,5157,5192,5226,5260,5295,5329,5363,5397,5431,5465,5499,5534,5568,5609,5636,5670,5705,5739,5772,5808,5841,5876,5910,5945,5979,6013,6048,6082,6116,6150,6185,6220,6263","1648,1630,1700,1618,1700,1625,1659,1621,1701,1622,1701,1620,1703,1622,1703,1622,1702,1622,1702,1622,1703,1622,1705,1623,1703,1622,1702,1623,1703,1624,1703,1623,1705,1622,1703,1625,1645,1622,1639,1622,1704,1626,1703,1622,1704,1853",38485977,Page 22
FUGITIVE BLOOM.,"38,35,32,33,31,33,35,35,32,31,31,37,37,36,38,30,35,30","FUGITIVE BLOOM.
By Myra Morris.
White bloom on the branches!
White mist on the trees!
Sun-kissed avalanches
That curtain the bees!
White-breatlied on the grass, for a
moment, it lies on
Then dies on
The breeze.
White love for a season
White, pearly, and rose
Without cost, without reason,
Jt conies and it goes.
Sweet, sweet in the heart for a moment,
then thither
Oh, whither?
. Who knows?",The Australasian ,"415,292,535,447,384,400,663,328,237,205,443,411,527,386,686,223,239,264",Sat 30 Oct 1926,"3714,3780,3828,3863,3899,3934,3972,4007,4039,4075,4145,4180,4217,4251,4286,4322,4356,4391","3631,3694,3490,3525,3491,3524,3491,3594,3490,3556,3488,3524,3490,3562,3526,3596,3492,3524",142165384,Page 62
General Telegrams,"79,49,52,60,53,58,62,57,63,56,51,60,51,59,60,58,63,48,47,57,57,58,54,48,53,57,64,59,58,49,58,47,50,59,60,59,55,48,53,57,56,56,48,47,53,50,56,56,54,54,53,57,51,53,54,54,52,54,51,48,52,54,53,54,55,50,52,57,48,52,46,49,56,45,61,57,52,51,55,48,55,55,53,46,57,52,53,53,54,56,53,43,52,54,56,58,55,46,52,62,66,66,51,72,22,22,32,53,54,56,67,56,58,64,63,74,59,59,53,55,64,66,62,61,64,64,70,68,68,45,70,54,67,52,77,59,66,69,48,68,43,62,75,69,52,75,80,41,68,46,75,44,78,76,67,44,80,68,71,72,43,70,74,80,76,58,75,72,71,86,74,75,88,76,73,80,78,47","General Telegrams
GOVERNMENT WIN.
SAVm £Y ONEI VOTE,
The Hughes Government, challenged
by Earl Paage'B motion to reduce the
estimates, foras saved by one vote last
nigilit. Boll, a member of too Country
Party, disappeared just before the div-
ision was taken, otherwise a deadlock
would ¡have ensued .as Bell stated after-
wards tibat He would biave voted with
the Country Party. Even the Speaker
yoted. Bell stated ibi© went outside for
a minute and was esoortejd by a Tas-
manian State member to Senator Payne.
When he returned be was surprised to
find the 'doors ishut anidi a «$v(Lsion being
taken. ,
IREEA2TO..
A cable from] London states it (Is un-
derstood that; negotiatons at th© Irish
conference are suspended pending re*
reîpt of an (important communication
from Ireland.
SYDNEY EXPOSITION.
Speaking la't the Millions Club, Syd-
ney, fDr. Purdy advioteatptd! a IWorM Ex-
position 'at Sydney in 1930, including
olympic games. The scheme nief with
the app'rovjal of the metnbiers.
! ' KING KAJEtL
iWILL HE COME TO AUSTRALIA.
The Berne Federal Council lu's tie
cid©d to expel members of ex-King
, Karl's family and suite, except child-
ren fromi Switzerland. An official says
that ¡some far distanced 'Country such
«s 'Australia, or New Zealand should
he chosen as a bomb for ¡Karl, If
done, (this would be a gre-at advertise-
ment for the Dominion. Karl stated he
would {commit suicide if his plans
failed. ,.
SILESIAN PROBLEM SETTLED.
* A Paris message from Warsaw states
that ¡the Polish Government has ac«
cepted jthe League of Nation's decision
regarding Upper Silesia and has ap-
pointed Plukdnski, Polish High Com-
missioner at Danzig to negotiate for a
Polish-German economic! agreement.
IpIIfíH .CONFERENCE .
The Lord Cjliancellor states thlat tf»o
(Irish Conference will continue as long
as possible Lloyd George's suggestion
that ia cic^mitjtee as email as possible
should deal with ""imntltets upheld al last
meeîing fcrf Jthei conference. Two of each
side were present.
BRAVE DEFENDERS MASSACRED.
A gruesome story is, told of the Mor
rocco campaign. When the Spanisfo»
troops occupied Mount Armit, they
were compelled to evacuitc owing to
the appalling stench of t¡be putrifying
bodies of 800 Spanish soldiers -md 300
horses 'whom! ¡tjtie rebel Moors massacre«!
when |the remnants of General Navai
ro's column surrenderod after la foit
night's brave defence.
DIGGING UP TROUBLE.
, . EXPLOSION IN N.S<W
At 'the Hume reservoir, a li|uge steam
excavation shovel unearthed an unex
ploded frag of Misting powder With
out the sfighiest warning a terrific ex-
plosion occuired. Men were hurled in
all directionss . Twenty men were
wrrking within a radlufs cf twenty yards
Three men Were killed and a mimi «'e'
îivjiirpd jby flying stones The majority
escaped by ducking under drays. Ona
ulan, miny y arfo from the explosion,
was knocked unconscious. A colonial
«nquiry ¡was held and fh© victims were
buried. They wer© George Geohrig,
George PeirGP and William Wayford.
The assi«fint manager sïates that fivle
charge? exploded on S t'irday. but ap
parert1y cne missed nlthongh t'lu© fact
was unknown until the tngedv
ESCAPED PRISONERS
Two ¡men who recently escaped fiom
tlie Adelaide pi'eon w îe ranght yes-
terday. ' Tney sto'e motbr bicycles
The police pursued in a Imiotior fclu- ¡and
collided Slide on to thefrn One» sur
rendeied Thr «t'ner made off lacrcss
country. The police fired and wounded
hfiim. (in tjhe 'hip1, but Hie continued running
for another (mille. They escaped from
prison ^y removing a í*ser friblm <a -win
dow and stole two suits of fclotoes from*
jÉheM*», , \x '.1 I. ;..""_
' i
y
t 'i i \
ARCHDUKE ARRESTED.
Archduke Stephen Frederick lias
been arrested in connection witSi Karl's
revolution. . ¡ ,
GERMAN SUBMARINE.
The cause of the explosion on the
German submarine Deutohland, which
crossed the Atlantic during the war,
£nd widch was being repaired in Eng-
land, was by im accidental mixture of
hydrogen and oxygen.
BIRTLES AGAIN. - .'
The wife of Francis Birtles obtained
a decree nisi nullifying thieir ¡marriage.
Birtles did not appear. He is laged 39,
petitioner 23. i
RETURNED SOLDIERS & TEARCE.
The Returned Soldiers League has
tarried Ta ¡motion protecting against
Senator Pearce attending tihe Washing-
ton disarmament conferencie, as they
do not tihink ihimi a fijtting representa-
tive. '
True labor men of Darwin, unionists
at heart,
Men with home and wife and children
dear,
Consider well the part in which you
play
With a ballot truly secret-not in fear.
You still have many hours to cast
your vote;
Think well and save the links which
hold
By voting Adams, Clark and Hill
And place them topmost at the poll.
Link up the broken chain and cast
your anchor ;
Upon a base of indépendance stand;
And stop for all time the drifting
nature
Of the Direct Action and extremists'
band.
With Adam's, Clark and Hall duly
elected
Labor will truly have 'gained itsjjoal. -
By showing to the populace Mt large
The turning point of Darwin from its
mould, t
The powers-thathe aro keenly watctf)iti£
¡The ¡men returned to ruja our future
schemes, f j
By voting Adams, Clark and Hill, the
Scotsman ,3f
May accept all improvement schemes.
Word ha« been received that Mr
Widdup has arrived safely at the
Daly River. No particulars as to what
happened are to band.
Labor is capital Neither must be
wasted. Important work must not be
plnced in tbe bands of amateurs.
Strike a blow for freedom, to-day.
Vofp for Ad -ins, Clark and Hil!,
It is all very well to talk about
""birthright"", ""liberty""^ ""Magna
Charta,"" ""blasted capitalists,"" ""sus-
tenance funds,"" etc., but what met
Darwin want to think about, just now
is where the bread and butter is to
come from.",Northern Territory Times and Gazette ,"733,549,610,874,930,928,926,929,928,925,929,927,929,925,928,924,927,217,267,878,929,926,929,308,558,879,929,928,931,704,611,824,862,927,970,928,927,924,926,927,931,925,176,796,932,928,934,929,927,931,841,541,877,932,925,928,928,929,421,924,863,933,928,926,931,927,927,916,916,519,595,749,876,917,913,928,931,927,927,930,930,929,930,927,932,929,928,929,916,930,745,556,878,927,918,927,916,928,927,930,932,917,935,922,265,12,178,599,890,936,881,608,886,938,936,940,940,532,640,886,933,935,883,934,888,941,936,939,938,532,938,206,937,117,937,101,930,936,236,937,103,820,884,939,321,874,934,153,935,127,933,158,927,886,933,185,937,941,825,933,687,898,872,930,925,540,877,934,783,865,781,876,931,931,935,936,939,268",Sat 29 Oct 1921,"519,659,719,779,842,902,963,1025,1074,1145,1208,1267,1329,1388,1448,1507,1568,1632,1692,1752,1810,1872,1932,1993,2056,2117,2172,2237,2298,2360,2411,2481,2538,2600,2655,2720,2783,2842,2902,2960,3015,3081,3143,3204,3264,3325,3381,3446,3506,3566,3627,3683,3746,3807,3867,3926,3988,4047,4109,4170,4231,4290,4352,4412,4472,4531,4591,4651,4714,4775,4835,4895,4954,5017,5067,5132,5196,5257,5316,5375,5436,5495,5557,5617,5676,5741,5801,5861,5922,5981,6044,6105,6166,6225,6283,6345,6406,6466,6526,6581,6638,6697,6767,6828,6906,6936,6965,538,598,658,720,781,842,902,966,1025,1086,1146,1212,1269,1330,1390,1451,1526,1588,1649,1708,1771,1827,1889,2010,2074,2127,2189,2245,2305,2361,2420,2488,2534,2597,2652,2711,2767,2834,2883,2943,3008,3058,3119,3179,3245,3302,3363,3424,3490,3546,3607,3672,3727,3793,3848,3964,4021,4080,4139,4198,4259,4313,4373,4430,4490,4547,4606,4667,4723,4781,4844","410,499,474,363,310,312,312,309,308,312,311,310,306,310,304,310,307,308,637,350,304,305,300,302,486,351,301,299,297,301,299,351,350,299,252,299,297,297,296,294,293,294,292,358,289,290,285,289,288,288,291,501,343,288,292,289,290,290,290,291,339,286,282,287,283,285,280,281,280,280,445,273,329,276,275,274,273,276,277,274,271,272,270,274,268,269,269,270,267,267,269,449,318,267,264,266,265,266,267,264,261,262,261,259,827,406,235,1474,1360,1313,1310,1466,1363,1311,1312,1308,1312,1311,1559,1362,1313,1313,1310,1312,1361,1308,1310,1308,1306,1306,1305,1420,1303,1415,1302,1416,1304,1301,1413,1298,1414,1298,1300,1295,1409,1298,1297,1412,1296,1410,1295,1401,1293,1293,1293,1397,1293,1283,1400,1293,1402,1294,1349,1291,1294,1290,1344,1287,1288,1347,1287,1341,1286,1283,1283,1281,1279,1279",3303170,Page 5
LITERARY,"3,98,41,34,30,32,31,38,27,0,36,38,32,38,33,39,33,36,33,38,36,39,35,31,28","LITERARY
Original Poetry.
In Memoriam.
ONE OF AUSTRALIAN MANY HEROINES.
A. MESTON.
""Are there not modern Heroines of peace as well
as ancient Heroines of war?""—CARLYLE.
Brave were the Spartan mothers, who could stand,
Prepared for Sparta their own blood to shed;
Ana give to thoso thoy loved that Btern command—
""Baok with your shields or borne upon them dead.""
Not lera heroic thou of whom I sing,
Not less thy triumph in Life's battlefield;
And now tbo Fates with kindly sorrow bring
Tbeo home, fair Heroine, on thy snow-white shield.
In Meero's lake the Lotus Naiad grew
Blue lilies from Nyeera's sacred seed
As burial wreaths for thoso tho angels knew
Immaculately pare in word and deed.
Worn, weary soul, the Naiad calls thy name,
And in thy white hand softly bjds tbee take
The last sweet proof of thine unsullied fame,
Blue lilies from tho Meeroanian lake.
Brisbane.",The Queenslander ,"899,480,370,806,196,853,678,848,853,0,865,863,609,693,743,860,637,615,734,633,743,729,755,632,162",Sat 4 Jan 1896,"409,948,1093,1151,1907,1219,1254,1304,1339,0,1372,1403,1460,1491,1526,1556,1611,1644,1677,1710,1765,1798,1833,1866,1913","420,639,698,474,1102,465,435,435,465,0,431,465,431,466,435,468,435,468,435,468,439,469,439,468,468",20443795,Page 17
LITERATURE,"2,90,50,52,25,47,28,34,36,25,35,38,36,40,36,39,34,36,31,33,39,38,38,41,41,38,39,36,36,37,37,36,38,37,35,35,35,36,41,41,36,38,39,35,36,36","LITERATURE
Original Poetry.
Farewell, Nymboi River!
[WRITTEN FOR THE QUEENSLANDER.]
J.A. STUART.
Dawson River, 1888.
There comes to me across the years
The faint sweet memory of a day
When, with regretful bitter tears,
From Nymboi stream I turned away,
And onward went against my will,
Bore weary with the dust and beat,
And longing much to linger still,
In Nymboi's depths to lave my feet.
I longed to linger there beneath
The leaning beantree's tempting shade,
To loll at ease and softly breathe
The music that her murmurs made.
But Fate had bade me move along ;
So onward, at a dreary pace,
I went, sweet streamlet of my song !
With aching heart and doleful face.
Then, toiling up the flinty track,
I paused upon the wind-blown rise;
Dear Nymboi ! looking fondly back,
A foolish mist was in my eyes.
Had I my wish, oh tuneful spring !
Beside thee would I tarry long,
And, when thy hill-born waters sing,
Would pen perchance a pensive song.
But wearily I wander forth—
A dull home-sickness in my soul—
Just facing, at haphazard, north
To some indefinite shadowy goal. * * * * * * *
And here at noon, where shade is scant,
The stifling gidya-scrub among,
For one cool draught from thee I pant,
Thou streamlet of my dreams and song!
Here longing (by the streamless creeks
Scorched by the torrid Queensland sun)
For where, round base of lofty peaks,
Thy waters, Nymboi, gently run.
Perhaps, when by some sun-dried bole,
O'er my poor carcass eagles scream,
Obeying Life's great wish, my soul
May hover still near Nymboi stream.",The Queenslander ,"861,482,688,670,208,839,590,549,553,613,564,582,534,594,528,653,543,597,586,470,594,596,532,594,588,500,571,516,601,626,481,574,534,665,660,521,642,661,643,660,617,539,645,599,572,613",Sat 16 Aug 1890,"272,567,687,773,2317,2342,849,876,910,942,981,1008,1043,1074,1131,1161,1197,1227,1265,1298,1326,1362,1419,1449,1482,1515,1553,1583,1617,1652,1707,1739,1773,1806,1883,1918,1951,1983,2016,2046,2082,2117,2169,2205,2238,2266","406,605,499,512,1047,416,498,526,498,526,496,526,496,526,496,528,496,528,496,528,496,535,496,524,496,526,496,524,496,528,496,524,496,524,496,528,496,528,496,528,496,528,496,526,496,526",20285316,Page 305
The Little Laureate,"41,33,28,33,32,31,32,33,32,34,29,35,33,34,28,34,31,34,29,34,32,34,32,40,33,31,29,32,28,32,34,33,32,34,34,34,32,34,32,32,40,33,32,32,34,29,33,36,32,34,32,36,28","The Little Laureate
would like all his boy friends to learn
THE SPORTSMAN'S CODE.
Now these are the laws of the athlete.
That stretch the length of the field. *
They make the code of the runner fleet
Who has never yet learned to yield.
They tell you how to lay your plan,
And how to carry it through.
They help the man, who's done what he can.
To bear his Waterloo.
Ton shall give the foeman all his due,
And let him win if he can;
But keep all right that belong to you.
For that is the law of man.
You shall hold the ground that is yours by right,
And yield not a foot you have trod.
But grant his right in a stand-up fight,
For that is the law of God.
If you row with the crew in the boat,
It's a wretched thing to spy.
There's plenty of work when you leave the float,
But little to do for the eye.
v There's plenty to do to swing and slide,
And steady the fragile shell,
But to gain your strength from the other side
Is a method sent from hell.
No man shall yield on the football field
Till the final whistle sounds.
No man shall show by a Bingle blow
That he has nd place on the grounds.
But when the"" foe is in racking pain
And cannot move cr fight,
You shall help him up to his feet again,
And chafe his bruise and bind his strain,
To show the make of your own good grain, .
For that is fair and right.
The strength of the team, or nine, or crew
Is not the strength of the ""star.""
'Tis what the body together can do
That carries the vic""t\ry far.
So you shall give your mite to th3 rest
To bring the whole team through,
And then at the time of your single test
They shall give theil strength to you.
And these are the laws of the athlete.
You can heed them or not, as you like,
But they make the code of the runner fleet,
And they check a man when he'd strike.
They tell you how to lay your plan,
And how to carry it through.
They help the man, who's done what he can,
To bear his Waterloo.",Australian Town and Country Journal ,"503,774,576,785,981,840,741,736,607,937,442,781,561,789,555,1036,699,802,547,758,574,997,572,848,596,946,552,799,566,753,764,747,555,824,854,923,532,884,691,714,568,760,693,836,744,766,822,882,813,724,612,916,452",Sat 13 Jun 1896,"3799,3868,3903,3936,3968,4002,4035,4068,4101,4135,4168,4234,4268,4301,4335,4368,4402,4435,4468,4534,4568,4602,4635,4668,4702,4735,4768,4834,4868,4901,4933,4967,5001,5034,5068,5101,5134,5200,5234,5267,5297,5333,5367,5400,5433,5499,5533,5566,5598,5631,5665,5698,5731","1777,1490,1753,1526,1560,1526,1558,1524,1559,1527,1558,1525,1560,1526,1560,1525,1558,1526,1558,1522,1558,1524,1559,1482,1559,1524,1556,1523,1558,1523,1560,1523,1559,1524,1525,1522,1556,1524,1557,1525,1557,1524,1558,1524,1556,1522,1558,1522,1557,1522,1556,1523,1557",71246819,Page 11
WOUNDED SOLDIERS.,"20,23,26,23,26,23,24,23,22,26,22,22,27,23,28,27,27,25,28,31,26,30,29,29,21,35","WOUNDED SOLDIERS.
Hollow cheeks and tired faces,
Kyes that saw the earth's waste
places,
Vol, on heights serene, afar.
Vision still the glory star.
TIjus they follow l'roin the war—
Follow, follow, faces hollow,
Follow, homeward, from Ihc war!
Now the city gates they're Hearing,
And the long streets rock with cheer
ing.
1'onL up in those waiting hours;
Ushered by a rain of (lowers
Come these damaged barques of war.
Flag n-wave o'er broken spar!
Pain-stark heroes drowned in flowers!
Harbor greetings—after war!
Hollow cheeks and brown, lined faces
Ob: they wear a thousand graces! *
Compiorors in a triumph car!
These, who hore the brunt of war,
IJrgc you to those fields afar,
And cry: ""Follow, follow, follow
In MEN'S footstons—tn Mm ™n»if
—M. Forrest In Sydney ""Mail.""",Northcote Leader ,"332,432,523,87,392,362,477,398,470,489,511,47,441,400,516,420,509,394,504,512,397,453,387,426,465,452",Sat 13 May 1916,"5068,5104,5131,5160,5186,5212,5239,5270,5297,5333,5361,5388,5415,5442,5469,5496,5523,5550,5586,5612,5641,5668,5695,5721,5749,5772","2663,2569,2569,2624,2570,2569,2568,2572,2571,2571,2570,2627,2572,2574,2572,2573,2574,2573,2572,2572,2572,2572,2574,2572,2573,2599",126172329,Page 6
EPIGRAM.,"37,41,34,35,45,41,42,38,40,28,35","EPIGRAM.
(For the Sydney Gazette.)
DEATH versus BACON.
Life, 'tis admitted, is a note of hand,
Which every man must pay upon demand;
And he who never paid one debt before,
Must pay this debt, and never pay one more;
And, strange to say, no cash or credit's taken,
Each man must pay this debt with his own Bacon.
M.
Baramba, April, 1829.",The Sydney Gazette and New South Wales Advertiser ,"238,453,474,603,691,650,739,748,829,43,388",Sat 2 May 1829,"1817,1873,1922,1960,1995,2034,2071,2112,2147,2193,2230","548,433,424,225,227,227,223,226,228,1046,229",2192348,Page 4
LITERATURE,"3,104,71,30,30,33,42,35,43,43,45,33,42,44,41,31","LITERATURE
Original Poetry.
Perfection.
W.B. LIVESEY.
WHAT blue so lovely as the violet?
Of all the varied shades sure none is truer,
More tender, than the blue of heaven, but yet
Her eyes are bluer.
Soft is the down plucked from tho oidcr'a breast,
Sol't is the pouch's silky bloom, and of tor
Mun praise the seal's soft fur from the Far Weßt;
Her chock is softer.
Sweet is tho honey in its golden cell,
Hut if my love would only lot you greet her,
You too would loam, us 1 havo learnt full woll,
Her kibs is sweeter.",The Queenslander ,"863,498,498,286,832,831,830,342,880,738,893,353,662,802,860,356",Sat 27 Oct 1883,"334,622,726,1293,827,860,893,929,983,1017,1049,1087,1139,1175,1208,1246","290,485,485,849,277,277,279,480,276,309,276,480,274,310,277,480",19794237,Page 673
For You and Me.,"48,42,40,43,40,42,41,45,43,39,42,40,43,41,42,36,41,48,41,42,45,40,35,41","For You and Me.
The evening tinta of golden hue
Gleam o'er thia southern clime ; '
., ? The parting sun will soon have gone
1 ' To ßhed its light on yon.
. The great light goes to you from me ;
The same light shines for you, for me, i
For yon and me. ' '
The silvery moon glides up to view
./The land the sun has left, 1
t And whispers words of love to me, i
? Words sont to me by yon.
The pale light come from you to me ; .
; The same light shines for yon, for me,
; For you and me.
Oh ! can it bo that e'er we'll meet
Beneath those heavenly lamps ;
Or, shall it be above those lights
I shall be join'd by you ?
The great God loves both you and mo ;
Tho same God cares for yon, for me,
For you and me.
. A. A. M.
Cobbadah ; November, 1889.",Australian Town and Country Journal ,"478,626,823,781,630,782,863,659,697,633,991,626,764,853,595,670,624,647,483,765,714,324,515,557",Sat 30 Nov 1889,"1674,1769,1811,1851,1892,1932,1974,2011,2076,2118,2159,2200,2240,2280,2322,2384,2425,2459,2507,2546,2587,2629,2666,2710","525,395,393,335,247,311,352,558,393,370,226,271,351,257,283,390,393,389,393,348,348,555,722,267",71126350,Page 33
Poets' Corner,"31,300,82,30,37,42,41,39,37,39,40,41,38,36,42,29,40,33,36,35,37,33,39,31,35,33,37,35,47,33,38,33,34,36,33,37,34,29,37,33,29","i
§0^
zr&A ? r
MUSIC.
It In* i'i 1 It- .1 in.1 oft with gladness,
It hn- pi.ived we through with pain;
But !n\ «|nnt I- iiijis for music,
A- ,i tliir-iy litinl foe rain.
-.'ut 1 1 1 i 1 1 o i- ihe might of genius,
K\]ni —iiM it- soul in art ;
\,-\ iiicl.nl- wiikt's true feeling,
linn tlii:iik'i-s deep in my heart.
An.l i ' '1 li'MiL'li my ?'fts ai'e humble,
J ii.'i,- i- .vM;i-y for iiii-
]n lii,- tiirlnili'iit 'chords that Nature
Mi i U .?- .nor liiiid and sen.
A\ lu-n li.c thunder peals its warning,
And -lies ti'mjiestuoug rave;
V'u'ii' tin- white foam surges forward
On the i- a1?! of the roaring wave.
\\ I'l-n the ?ipasulU' cries are ringing
J i,r.Mi!:h tin- \vild, fierce afternoon,
T!i-'e coimcs d- nie ioy unfettered,
\\ itii the I'lfiiu'iits o;rnnd in tune.
On- 11 «hcn » friend hud failed me,
1 «.i- iVelinc sud and low;
llii- l.-M»ontr nveet n£ a singer,
ih.miii'd away half my woe.
V Ii.mi tin' \'U'f of «'nip peerless artist,'
Pi- 1 U fi'ith in -onsr divine;
An ii'Huen.i' pin e. uplifting,
Sto.ilN ti.ini li i-i i.nil to mine.
Tl'i' -'i'i:n« oi ;i li.tnd. arresting,
Princ n.''MHM-ii-« fraucht with tears,
Yet uru'ii:^ t'1 I'l'.ner effort,
ln-[iifiiii.' t'lioujh the years.
When ivivi'.i'- conflicting voice?,
( .in iiii'.i'i no more to me;
r'c:i*r ili-d. 1 -lull hoar the music
Of tiic w on. li'i-f ul world to be!
MARY HOUSE.",The Central Queensland Herald ,"21,586,468,136,615,663,556,485,612,471,584,603,672,410,654,474,675,521,712,616,654,609,617,608,616,502,586,499,719,481,520,529,579,631,512,524,572,474,620,533,278",Thu 25 Jun 1936,"543,548,798,1089,1156,1192,1233,1271,1310,1352,1388,1425,1503,1547,1576,1624,1659,1706,1737,1779,1854,1897,1932,1973,2011,2051,2089,2131,2194,2245,2284,2323,2362,2400,2442,2481,2557,2600,2633,2674,2722","608,910,910,385,99,142,99,141,99,144,100,148,99,144,98,141,98,142,98,138,98,146,97,141,97,141,96,140,98,144,98,141,97,142,98,138,98,139,97,139,492",70624670,Page 8
One Word.,"47,7,40,42,41,41,41,41,40,36,42,44,42,47,43,41,41,42,40,40,43,40","One Word.
-
"" Write me an epic,"" the warrior said
""Victory, valor, and glory wed.""
"" Prithee, a ballad,"", exclaim'd the knight
"" Prowess, adventure, and faith unite.""
"" An ode to freedom,"" the patriot cried
""Liberty won and wrong defied."".
"" Give me a drama,"" the scholar ask'd
"" The inner world in the outer mask'd.*'
""Frame me a sonnet,"" tho artist pray'd
° Power, and passion in harmony play'd."".
Sing me a lyric,"" the maidon sigh'd
. "" A lark-note waking tho morning wide.""
""'Nay, all too long,"" said tho busy age,
? ** Write me a line instead of a page.""
The swift years Bpoko, the poet heard,
"" Your poem write in a singlo word.
He look'd in tho maiden's glowing ey os,
A moment glano'd at tho starlit skies;
; From the lights below to tho lights above,
And wrote tho one-word poem-Love.",Australian Town and Country Journal ,"290,127,743,657,836,781,789,668,762,790,788,823,705,837,780,755,749,705,781,762,864,744",Sat 1 Feb 1890,"1132,1204,1228,1267,1330,1371,1433,1474,1537,1577,1640,1681,1744,1777,1848,1889,1954,1994,2058,2099,2162,2203","3961,4042,3661,3663,3659,3661,3661,3661,3660,3660,3661,3660,3698,3646,3661,3645,3659,3662,3659,3659,3640,3656",71107355,Page 32
Two Sonnets.,"62,35,42,43,40,49,42,45,43,43,40,39,43,40,46,41,40,41,48,39,41,41,44,38,41,40,40,39,36,45,41","Two Sonnets.
BY HENRY KENDALL.
I PUaroSED onco to tako my pon and write,
Not songs like some tormented and awry
With passion, but a cunning harmony
Of words and music caught from crien and height,
And lucid colours born of woodland light,
And shining places whoro tho sea streams lie ;
But this was when tho heat of youth glowed white.
And since I've put tho faded purposo by,
I have no faultless fruits to offer you
Who read my lays; but oertain syllables
Therein aro borrowed from unfooted dolls,
And secret hollows dear to noontide dew ;
And these at least, though far bctweon and few,
May catch tho sense like subtle forest spells.
So tako thom kindly, oven though thoro bo
Somo notes that unto othor lyres bolong:
Stray cohoes from tho older sons of song j
And think how from its neighbouring, native sea
Tho peusivo sholl doth borrow melody.
I would not do tho lordly-masters wrong,
By filching fair words from the shining throng
Whoso musio haunts mo, as tho wind-a troo !
Lo, when a stranger, in soft Syria's glooms
Shot through with sunset, treads tho cedar dolls ;
And hears tho breezy ring of elfin bolls
Far down by whore tho white haired cataraot
booms,
He, foist with sweotnoss caught from forest smolls,
Boars thonco, unwitting, plunder of porfumos.",Australian Town and Country Journal ,"422,428,792,747,695,891,757,835,913,739,677,743,772,758,873,805,767,748,758,875,706,746,844,834,783,909,701,918,126,915,831",Sat 11 Oct 1879,"489,596,647,686,725,764,803,843,882,921,961,1000,1039,1079,1117,1157,1240,1280,1320,1359,1398,1437,1476,1516,1556,1595,1634,1674,1716,1752,1792","3627,3625,3353,3389,3388,3354,3353,3388,3353,3388,3353,3388,3388,3354,3352,3389,3355,3390,3391,3354,3354,3394,3390,3355,3391,3356,3356,3391,3428,3357,3391",70973630,Page 28
SONG OF THE MUDDLED MEMBER.,"35,29,33,33,34,31,33,28,35,34,34,30,35,27,33,32,36,28,29,34,37,35,35,35,37,28,28","SONG OF TEE MUDDLED MEMBEB.
Air-""X wish I were a bird.""
I wish I was a bird,
I'd fly anywhere but here ;
The performance is absurd,
And you cannot call for beer.
One side talks of Land Bill,
The other makes a row
Fellows crowing like a cock,
Or lowing Uko a cow.
If I try to sleep, 'tis vain j
If to talk, I shan't be beard.
I've lost my "" porpendicler""
So I wish I was a bird !
Birdä are early after worms,
And early seek their rest ;
And (W-h might take the hint)
Birds never foul their nest.
And birds with their own feathers
Are content ; er if they're daws.
In peacocks' plumes, they're stripped of them,
With general applause.
And birds who cannot sing
Don't insist on being heard,
Here, it's quite another thing.
Oh ! I wish I was a bird !
LAUGHING JACKASS.",The Brisbane Courier ,"661,405,294,382,383,414,383,324,386,292,369,403,389,327,392,365,490,380,473,444,633,320,377,387,421,356,365",Mon 10 Feb 1868,"4438,4496,4534,4567,4598,4631,4662,4694,4726,4757,4789,4821,4852,4885,4948,4981,5012,5044,5075,5106,5138,5170,5202,5233,5264,5296,5330","849,973,878,878,878,879,878,877,876,878,877,877,877,878,877,878,877,876,877,877,875,877,877,877,878,876,1109",1327240,Page 3
